kic,label,is_synthetic,period,radius,star_radius,planet_star_ratio,bls_period,bls_power,snr,sigma
9842906,1,True,249.34262477571008,1.2301719520042922,0.91,0.0124021771549984,4.990798159631927 d,0.0001089809143192,0.4076904167868044,0.000561250205444
9705459,1,True,279.0408338346812,1.03431512484496,1.03,0.0092127471706151,2.755951190238048 d,0.132516655329269,1.6306701558232817,0.0184753503262493
3952651,1,True,169.79374924337117,2.3331386764600444,0.829,0.0258201953991217,169.73094618923787 d,6.27694262638492e-05,1.7933022380212855,0.0004221954313881
8892721,1,True,279.514528031154,1.673435112602407,0.76,0.0202008101473009,61.500500100020005 d,0.0007789991436977,2.109144005058396,0.0011204052971684
3233043,1,True,223.5198736421913,3.3653209585527724,1.98,0.0155931839428819,31.250250050010003 d,0.0172320206675853,1.1399609466715697,0.0048770330002097
6862328,1,True,269.9082338585993,2.5474206950418434,0.86,0.0271753861216326,269.8999799959992 d,7.727205872995727e-05,1.9388342244391927,0.0005828984183937
8560285,1,True,156.6105845679217,1.8884706016109971,0.84,0.020625498051671,170.6887377475495 d,0.0001272476110433,3.4858713434976485,0.00049933133371
5817986,1,True,187.86709677459208,2.6286427878671432,0.88,0.0274045328176307,4.671534306861373 d,1.0154728429430438e-05,1.8187291813806865,0.0006009753496213
4847782,1,True,113.9935595457558,2.838104745083045,0.66,0.0394509972905622,114.01940388077617 d,0.0002969808510174,3.5669347196830814,0.0004565202550302
3230753,1,True,95.53703034338672,2.588989656557855,0.78,0.0304515367743807,95.50210042008402 d,0.000183220760532,2.634337556464358,0.0003976103508859
3324986,1,True,172.9698669795743,2.368495153659744,0.87,0.0249762222256642,6.108221644328866 d,4.0517001998286245e-06,0.9524258258759556,0.0004505843960556
5475641,1,True,149.42613411213594,1.6285878855278444,0.72,0.0207516295301713,9.460492098419685 d,0.1290473471084535,0.8417091819322394,0.0103435332631276
8179325,1,True,248.28594365240508,3.8473007970353006,0.73,0.0483511473801093,248.66893378675738 d,0.0003752903856062,4.162709776701067,0.000661462132696
7379385,1,True,195.2531250352952,1.6145862501208137,1.07,0.0138436615803893,67.24724944988998 d,2.2804507745810248e-05,1.1411297085043768,0.0002610410317479
7336093,1,True,185.23558612640545,2.611445904920181,0.602,0.0397977064970005,185.29505901180238 d,0.0003074903552051,3.854415839131116,0.0004631199877686
6863839,1,True,151.98336190614503,1.517524301216972,0.99,0.0140628699955237,7.704540908181637 d,7.950006145501998e-06,0.3591735928547572,0.000267844511358
5282051,1,True,118.57774945789002,1.948841656175898,1.02,0.0175287071071766,3.394478895779156 d,1.1408696555942566e-06,0.692221639926215,0.0002339527821593
7025526,1,True,141.92344589470298,3.642512234885407,0.68,0.0491434462342877,141.95499099819966 d,0.000721667934756,7.278631364724659,0.0003527052469437
10934313,1,True,261.7474028348595,2.3047510006143312,1.07,0.0197612192456,263.35507101420285 d,2.594402531003718e-05,2.087771642883564,0.0004010835249809
4150539,1,True,163.85763645683943,3.2100748728661785,0.628,0.0468952678207529,23.986997399479897 d,4.9080290470482287e-05,2.2027108657919827,0.0008995826309343
5529738,1,True,123.8312736823617,2.326135163068303,1.09,0.0195786142838843,123.75695139027806 d,4.29398521194571e-05,1.621608365702296,0.0003332925673251
8107034,1,True,200.5685662325681,3.214377246487208,1.09,0.0270547701917953,13.211842368473695 d,1.7047255550635887e-05,1.1613981392804993,0.00058843660029
10879656,1,True,274.6246143519521,1.079491755765223,0.87,0.0113834414822864,380.9239847969594 d,8.873813578670167e-06,1.5327492147125947,0.0003967148223934
9159275,1,True,80.46528687899355,1.2735852956884122,0.81,0.0144250231701032,12.174234846969394 d,0.0004431846689648,0.9097234463162704,0.0006340607409818
9692128,1,True,195.7177412688081,1.8939826636863697,1.14,0.0152420945089841,195.83076615323066 d,7.3774309465510255e-06,1.4961451336569824,0.000195762555916
2438502,1,True,51.82722655807227,2.215721509770198,0.79,0.0257312914849633,4.192638527705541 d,0.0374429042098482,1.0847605999202812,0.011813631974482
2860793,1,True,256.93804258254664,2.244352068953269,1.62,0.0127101147862343,3.7935587117423486 d,1.712752061885422e-05,1.4523304716586247,0.0002729408571311
7351237,1,True,74.46119627149679,2.9552903914483,0.87,0.0311640872239618,74.11142228445689 d,2.339391538070777e-05,1.5843785345775283,0.0006167504361337
7708215,1,True,218.9783434591108,3.6038418060069377,0.88,0.0375713282527829,9.77975595119024 d,0.0200482257913631,0.6971558515634131,0.0049588027235064
9007866,1,True,200.0459279862766,2.680473508088001,0.84,0.0292755953264307,199.90138027605522 d,0.0001003411354417,1.7666559807452875,0.0006096484357849
6307063,1,True,86.43715665794548,3.9011441466109735,0.8,0.0447378915895753,86.48289657931586 d,0.0008143558687128,6.033040855373223,0.000352072614841
5450814,1,True,82.31821440529734,1.9304266839622093,0.642,0.0275861940032897,8.422884576915383 d,0.0040160080965457,1.4161673295395985,0.0063603368835749
4077901,1,True,89.7811341721399,2.159421766004914,0.83,0.0238689263402775,89.75535107021405 d,6.182104345094718e-05,3.785244825204138,0.0001649907352331
6960445,1,True,126.04528038449,3.282028146725554,0.91,0.0330882966702848,126.07161432286458 d,0.0002113850360854,4.144030020401386,0.0002908591500319
9899505,1,True,80.14399477576949,1.399827569734745,0.85,0.0151087703155396,23.986997399479897 d,0.0001245447113549,1.2395819486189072,0.0006655211429747
11456382,1,True,72.47902007416924,3.084070085493129,1.2,0.023578517473189,2.6761352270454095 d,0.0004006703256536,0.3002422936280772,0.0008584026584749
10876237,1,True,229.73951387497124,3.5982593388499744,1.03,0.0320500520072145,229.99199839967994 d,0.0001042151614883,5.05242439483216,0.0002364853269156
3228824,1,True,87.95895712567426,2.0943062176200424,0.73,0.0263202993291446,87.91958391678337 d,9.394622847537024e-05,1.023441079992316,0.000723177270085
3241557,1,True,101.32911341929857,2.8392880151809385,0.95,0.0274194883165711,101.40848169633928 d,0.0001129694265627,3.557598665607009,0.0002332929337456
9119568,1,True,94.5269873687568,1.503578722824923,0.79,0.0174611395055733,18.798959791958392 d,0.0009037069105095,0.6554615352567655,0.0015735657678829
5306720,1,True,150.72966127727537,2.396552921830059,0.83,0.0264900289801045,82.09301860372075 d,9.578204314331706e-05,2.6990986237680525,0.0006360358777135
2697169,1,True,110.16058458815324,2.5672629968328287,0.94,0.0250562463091238,110.10842168433688 d,7.502183334097598e-05,1.1087651105259224,0.0006786507694095
3446451,1,True,231.83526690226296,2.118418242527242,1.57,0.0123789998394626,232.30666133226646 d,3.2209301320589632e-06,1.780320561232602,0.0001312400655717
5015913,1,True,115.70342227705508,1.850411174443576,2.75,0.006173181566117,18.878775755151032 d,2.048163825674033e-05,1.949682998631816,0.0001997797460979
9602514,1,True,193.3492278111366,3.105792176494525,2.23,0.012777357043216,10.737547509501901 d,0.0001862181273987,1.5302721836781965,0.0012739261530244
5513866,1,True,125.63661720878171,1.440711591447907,1.008,0.013112636444662,9.061412282456493 d,7.33986263457625e-06,0.8006869266071834,0.0002051619303005
1725415,1,True,71.14762979914961,3.992285884898465,0.94,0.0389643361789817,71.15823164632927 d,0.0005634159460508,3.5826103480896783,0.0004545017126061
10275766,1,True,223.9639987415695,1.3447240821644493,1.05,0.0117494458904713,363.92318463692743 d,5.401689043489504e-05,1.898493491933648,0.0005530413921995
7124026,1,True,186.63456578451195,3.9228591725318336,0.97,0.0371026120545903,186.25285057011405 d,0.0002313059160891,5.083489987821006,0.0002999299654633
5730389,1,True,216.76407267205656,2.85776591598052,0.87,0.0301356734786514,2.755951190238048 d,3.5459630979424025e-05,1.932578171119172,0.0003882037813104
6032517,1,True,117.81428789615968,3.52637915979474,0.96,0.0337001066494145,117.93038607721545 d,0.0002097575607518,3.998791553100327,0.0003012979122738
11188249,1,True,227.0405321734525,1.3965293428464485,1.026,0.0124875202786849,227.27825565113025 d,3.665129211764336e-06,1.4773427086448112,0.0001652440512955
8046659,1,True,293.9402059253207,2.79661426400341,0.99,0.0259161733296581,295.04200840168033 d,3.9876819862652136e-05,1.980441788410524,0.0004099401817208
8009496,1,True,245.76417717937915,1.4747591858126812,0.97,0.0139483513270848,4.352270454090819 d,1.9776094792138533e-07,0.8604799041943866,0.0001381228457402
6780158,1,True,267.6317627402509,1.313614528561231,2.1,0.0057388140173055,14.64852970594119 d,8.777898798332009e-07,0.1855660551883974,0.0001491435377153
7385509,1,True,145.8538627714659,2.196120930101388,0.678,0.0297166643676948,145.70634126825365 d,0.0001708811356795,1.8143650025161344,0.0006838500945608
9640976,1,True,99.06044152513456,2.0842663073735204,0.84,0.0227639395737606,27.498899779955995 d,5.183211700982364e-06,1.551002707931096,0.0002935735424022
4848424,1,True,132.81869445156275,2.02004397621826,0.67,0.0276604679750549,132.77615523104623 d,8.449705467639754e-05,2.6246651844846927,0.0003362265512008
5302006,1,True,136.08567902804242,1.2889431808223912,1.23,0.0096139567451509,308.77035407081416 d,9.447036315358545e-05,1.387454136394116,0.001415292203375
11125936,1,True,216.2803668449945,2.371042282534346,1.01,0.02153730840707,28.057611522304462 d,9.744863451842126e-05,2.421621775901277,0.0006145471762606
8258171,1,True,85.42013118557391,2.7232935380457453,2.82,0.0088596965906882,8.6623324664933 d,7.005221728249241e-06,0.5550480099676479,0.0001119751397593
11304987,1,True,272.99849809199395,3.292012778003378,0.92,0.0328282087954066,273.8109621924385 d,0.0001064919417573,2.3636948121816146,0.0005544611561621
5652237,1,True,121.65197948904564,1.692191537236854,2.02,0.0076854915852341,35.71994398879776 d,3.677857297146441e-06,0.8206434294967925,0.0001892378558644
10487119,1,True,60.21337219161975,1.496040801304544,0.82,0.0167379816659716,13.850370074014805 d,0.0056191887455778,0.8475131816485363,0.0047009833972524
10599397,1,True,223.927198887274,2.1250235382951885,0.9,0.0216618097685544,17.761352270454093 d,0.0009531067214656,0.5843667514403142,0.001968878968553
5217891,1,True,291.52437410943884,1.4102965461313477,0.79,0.0163778486369916,161.27045409081816 d,8.528734791737887e-05,1.4884898866877525,0.0006651763357082
4951249,1,True,95.62201763628448,3.338864965192448,1.01,0.0303285036351389,95.66173234646931 d,0.0001660103062255,1.9970080212644137,0.0004970359060526
6525193,1,True,88.4272436890184,1.752716315687218,0.83,0.0193734532517654,363.36447289457897 d,9.826672403830404e-05,2.1280481749651883,0.0007763731963133
6762829,1,True,242.90060221491692,2.5096076898073703,0.95,0.0242357092207375,19.91638327665533 d,2.3590712917358275e-05,2.4728852763549702,0.0005555351686104
8299955,1,True,70.71414565279939,3.844195639094203,1.27,0.0277699605511392,2.1174234846969395 d,2.9233046200926496e-07,0.556908076472933,0.0001564671440182
5478055,1,True,113.49235278964308,1.093564893393186,1.16,0.008648884003426,288.57691538307665 d,0.0001715014369273,2.7907398965632786,0.00070743767094
9692345,1,True,101.52486398101232,2.376342646778713,0.597,0.0365181050017474,101.48829765953191 d,0.0003703491084891,2.0712498702261217,0.0007157695270903
5717567,1,True,74.5976338108069,1.3869859834387253,1.12,0.0113612875445505,74.59031806361273 d,3.694305686371112e-06,1.631045303837536,9.215979744456008e-05
5618071,1,True,149.24566037686498,3.880378137947268,3.51,0.0101423930002019,239.88917783556712 d,1.0987705716779988e-05,1.632317662106356,0.0003738848104884
6312534,1,True,269.50821013502195,1.1094821194896074,0.72,0.0141371320016514,6.028405681136228 d,0.0001971394226385,0.3314618066826068,0.0008406629287908
9520443,1,True,196.66352889796087,1.5474002174282304,0.7,0.0202804746714053,196.5491098219644 d,2.2328246713542743e-05,0.8969735630382566,0.0005984072089606
6199702,1,True,219.8895119479509,3.877488122416472,1.04,0.0342050822372659,219.9351870374075 d,0.0001332941559141,3.510738414373937,0.00038489799876
11200415,1,True,134.73163058420414,1.6470209881766569,1.59,0.0095033234560998,1.3990798159631925 d,2.136016018638238e-07,0.5035916349682941,9.954381528639642e-05
6233573,1,True,249.83396414496693,3.781929113597033,2.95,0.0117615584313389,356.8195639127826 d,2.870928399253144e-05,2.3607049453581608,0.0003731372520131
7037540,1,True,206.76796615937857,1.5909381233449824,0.863,0.0169128187711416,14.409081816363274 d,7.569150108002122e-05,1.0189915842357415,0.0003242124806363
5524881,1,True,276.511839831676,1.055634166784809,0.99,0.0097825425519859,21.59251850370074 d,7.139196496377879e-06,0.2327507731131131,0.0004513166908863
7186665,1,True,105.73516108266182,1.7619356329475573,1.02,0.0158475951875117,22.70994198839768 d,7.203163298782173e-07,0.739988623153168,0.0002365934168575
5817553,1,True,80.00280198874694,3.011514429328657,1.05,0.0263129264248899,21.03380676135227 d,0.000624745905087,1.509577348524712,0.0005896516114227
5091016,1,True,106.8237670681622,2.81489050378267,1.09,0.023692370202699,25.264052810562113 d,3.099234242505808e-06,0.8885622894360679,0.0004044210032352
4150390,1,True,280.5078667811649,1.3952826510637275,0.85,0.0150597156078114,47.692338467693546 d,1.2795792891568798e-05,2.0551663185351035,0.0005970038947514
5481148,1,True,72.09599083285221,2.7812581323096577,0.92,0.0277349235371924,9.380676135227047 d,0.0021679854403226,0.5428891467830471,0.0020653108270947
5956787,1,True,106.67455923484744,2.988436310354905,1.0,0.0274168468839899,106.59651930386077 d,9.966551735963456e-05,1.6789544027450367,0.0006959405323396
11392017,1,True,63.951822672081306,3.4098315415604827,2.5,0.0125131432717815,4.910982196439289 d,1.5564112286174813e-05,0.3524481348248275,0.0004002797174342
5649215,1,True,182.2415767537196,3.778429022648028,0.85,0.0407817487603672,182.34186837367474 d,0.0003620337845326,3.5307155301817663,0.0005443757672002
8046689,1,True,132.92955275085365,2.778089499317108,0.99,0.0257445046734974,132.77615523104623 d,6.0670261657482384e-05,1.6445319661557778,0.0004536619606143
3966262,1,True,54.852197464360216,3.8151317108506353,0.81,0.0432113683412689,4.033006601320264 d,0.0053292716358079,1.3894659358758057,0.0053208830879014
9661877,1,True,104.11828732379333,3.7251331714160263,0.93,0.0367478856803396,104.20204040808163 d,0.0002314490004429,3.3461968698130176,0.000432508878595
8175131,1,True,251.36993012931077,1.0639797833421825,0.75,0.0130150432213111,260.88077615523105 d,0.0004861852090773,2.08155553283354,0.001403057409687
10352945,1,True,93.39114007898112,3.796768721006525,0.78,0.0446573596919139,6.42748549709942 d,7.451866185960739e-06,0.3749108787556487,0.0005811050573506
9899181,1,True,224.45209491438288,3.5555958724358794,0.761,0.0428648431257264,224.56451290258053 d,0.0003458624704574,6.390629895580951,0.0003119955693232
3120276,1,True,292.2323422697155,2.333848800150437,0.84,0.0254898296215644,292.5677135427086 d,5.693582590294138e-05,1.819682004751656,0.0005893790748116
8330548,1,True,264.3916108999632,3.338255762136529,1.07,0.0286226164977838,50.725345069013805 d,0.0037243937624723,2.3282988587259696,0.0032022237090713
4913000,1,True,88.91018220280596,2.642719002949286,1.22,0.0198730561208398,88.87737547509502 d,4.3320708742723376e-05,3.24774919831023,0.0001458769376983
3851130,1,True,106.93816145332312,2.525366799352592,1.28,0.0181003927705891,10.178835767153432 d,0.0099935704527011,0.5612052770603378,0.004453961625957
9153554,1,True,245.00070958623644,3.654702852483661,0.93,0.0360531010405806,245.15703140628128 d,0.0001691204489054,2.4770214917244457,0.0006165939843908
8891318,1,True,76.71951697429579,3.813114882875881,1.03,0.0339637915995001,76.74534906981397 d,0.0003374456785314,4.680876768773256,0.0002657948003649
8444552,1,True,199.85342265000972,1.2633955420755498,0.9,0.0128786497663154,2.356871374274855 d,0.0383340813758899,2.9894426608250204,0.0146449301478761
5184709,1,True,141.19147602346595,1.6112496187887304,1.06,0.0139453835796151,80.49669933986797 d,0.0001489552951884,1.3125137083141392,0.0006667519928179
6680177,1,True,88.01027387319466,1.2971081671496745,0.83,0.0143374396722634,379.4872974594919 d,8.675478441291463e-06,1.5736370106815505,0.0003820643669431
6677256,1,True,211.00553374150311,3.730286532803704,1.18,0.0290023832436923,210.67653530706144 d,6.735533082090051e-05,3.4919176380123784,0.0002760279066425
8582291,1,True,195.47813417172324,2.95402942957762,0.91,0.0297815246454039,195.43168633726748 d,9.533869908297074e-05,2.2586028856600877,0.0004689054378789
10357040,1,True,77.53403190860357,2.967505190909849,0.95,0.028657703437082,77.54350870174035 d,0.0001697315445471,1.834837507202835,0.0005270421603761
4180401,1,True,218.1346011261493,3.3585484115375333,0.72,0.0427949593722927,19.118223644728946 d,0.0140611319464868,0.9866124452038229,0.0050253410160955
11100657,1,True,297.73644955214206,3.670411637388176,0.86,0.0391552340237697,10.338467693538709 d,0.0702120194249141,0.877070445264752,0.0096042477844823
7380829,1,True,69.62262855847361,3.6571221409161856,1.03,0.0325743488101557,69.64172834566914 d,0.0003073716177727,3.0785148322335183,0.000360903386767
12071037,1,True,292.785128684961,1.2051092274182578,0.99,0.0111677252100663,15.20724144828966 d,9.060663337393784e-07,0.7914616878105352,0.0002480939472503
3241604,1,True,216.44084919666236,3.228029262850777,0.9,0.0329054970728927,50.56571314262853 d,6.739813869074423e-06,0.9488329831112976,0.0005833414514998
6185711,1,True,197.65453650637744,3.569801583108851,0.88,0.0372164468631031,395.45049009801966 d,0.0001230969373747,5.34087015323748,0.0002937829599897
10676923,1,True,230.81551423155557,2.0546096853986344,1.11,0.0169816487759206,329.5225045009002 d,9.941591679680875e-06,1.5525654133617106,0.0004102938541234
